publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2019p473439,earthquake,2019-06-25T04:08:39.912Z,2019-06-25T04:26:08.979Z,174.9565887,-40.12082291,1.95948704,19.77618217,M,,LOCSAT,confirmed,manual,iasp91,14,9,6,0.366412997,134.5645635,0.635589407,0
2019p473393,earthquake,2019-06-25T03:44:01.617Z,2019-06-25T04:04:13.058Z,174.1010437,-41.71844482,2.49006487,10.74175549,M,,LOCSAT,confirmed,manual,iasp91,19,14,6,0.049660243,60.32879639,0.381029773,0
2019p473368,earthquake,2019-06-25T03:30:36.083Z,2019-07-23T21:25:46.588Z,174.9547577,-40.13716888,2.631936274,17.15080261,M,,LOCSAT,confirmed,manual,iasp91,29,20,15,0.284441978,92.48851013,0.587847241,0
2019p472925,earthquake,2019-06-24T23:34:28.936Z,2019-06-24T23:38:37.163Z,174.5448151,-41.53966522,1.807454866,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,11,7,0.324498802,136.3508606,0.604469806,0
2019p472364,earthquake,2019-06-24T18:35:53.342Z,2019-06-24T19:40:45.324Z,174.9529419,-40.15040207,2.020845208,15.05446434,M,,LOCSAT,confirmed,manual,iasp91,15,12,6,0.396074653,98.16111755,0.488877104,0
2019p471818,earthquake,2019-06-24T13:45:07.192Z,2019-06-24T13:48:14.969Z,175.3542023,-39.935112,1.777926786,14.08358955,M,,LOCSAT,confirmed,manual,iasp91,24,13,3,0.235451013,83.93406677,0.332562745,0
2019p471625,earthquake,2019-06-24T12:02:22.484Z,2019-06-24T12:05:22.505Z,176.5702972,-40.29584885,1.767441374,13.97871494,M,,LOCSAT,confirmed,manual,iasp91,15,10,7,0.032336369,102.6033554,0.475582462,0
2019p471550,earthquake,2019-06-24T11:22:03.412Z,2019-06-24T11:24:11.263Z,174.2716064,-41.7432251,2.088124553,8.344592094,M,,LOCSAT,confirmed,manual,iasp91,21,15,3,0.043627061,160.7140694,0.623141111,0
2019p471266,earthquake,2019-06-24T08:50:55.740Z,2019-06-24T08:54:31.138Z,175.3719177,-40.98255157,1.885716601,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,22,14,12,0.137886912,68.804636,0.186947589,0
2019p470342,earthquake,2019-06-24T00:38:29.297Z,2019-06-24T00:43:15.023Z,175.8568268,-40.59924698,1.038825577,27.8261795,M,,LOCSAT,confirmed,manual,iasp91,15,8,3,0.097692713,88.08831787,0.545697699,0
2019p470227,earthquake,2019-06-23T23:37:01.878Z,2019-06-23T23:58:15.727Z,175.8570099,-40.5607605,2.109547955,22.87444878,M,,LOCSAT,confirmed,manual,iasp91,21,13,11,0.087066323,93.33491516,0.518545582,0
2019p470070,earthquake,2019-06-23T22:13:24.064Z,2019-06-23T22:18:24.524Z,176.3582458,-40.39825058,1.885623339,18.97999954,M,,LOCSAT,confirmed,manual,iasp91,18,10,8,0.108274899,72.25409698,0.33516242,0
2019p470006,earthquake,2019-06-23T21:39:13.994Z,2019-06-23T22:13:59.965Z,174.8149719,-40.40916443,1.744878523,54.87789917,M,,LOCSAT,confirmed,manual,iasp91,22,17,4,0.456969082,102.2203674,0.368960367,0
2019p469505,earthquake,2019-06-23T17:12:17.410Z,2019-06-23T17:20:06.246Z,174.2447968,-41.79026794,1.766985244,9.639385223,M,,LOCSAT,confirmed,manual,iasp91,21,16,6,0.047286239,155.869751,0.425972526,0
2019p469287,earthquake,2019-06-23T15:16:24.573Z,2019-06-23T15:23:13.823Z,173.7510986,-42.04906082,1.96071339,4.756690979,M,,LOCSAT,confirmed,manual,iasp91,20,14,4,0.195383698,126.1721115,0.310436813,0
2019p469033,earthquake,2019-06-23T13:00:52.199Z,2019-06-23T13:05:41.635Z,176.6985626,-40.28518295,1.530305877,11.68072224,M,,LOCSAT,confirmed,manual,iasp91,17,11,5,0.052008547,194.7566185,0.492381534,0
2019p468941,earthquake,2019-06-23T12:11:52.253Z,2019-06-23T12:16:11.241Z,175.8150177,-40.41387939,1.312202635,26.34976387,M,,LOCSAT,confirmed,manual,iasp91,17,10,7,0.042186361,85.5244751,0.488533705,0
2019p468906,earthquake,2019-06-23T11:53:15.923Z,2019-06-23T11:56:39.374Z,174.697998,-40.51671982,1.981979205,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,14,7,0.379636139,117.5379601,0.434801413,0
2019p468683,earthquake,2019-06-23T09:54:26.341Z,2019-06-23T09:58:52.237Z,175.8467255,-40.63898849,1.004260791,21.14897156,M,,LOCSAT,confirmed,manual,iasp91,17,9,3,0.126669869,82.4263916,0.402729013,0
2019p468539,earthquake,2019-06-23T08:38:05.720Z,2019-06-23T08:42:40.078Z,173.1791382,-41.70294952,2.258819312,40.85578537,M,,LOCSAT,confirmed,manual,iasp91,18,12,9,0.213479236,94.22187805,0.29767261,0
2019p468449,earthquake,2019-06-23T07:49:48.728Z,2019-06-23T07:59:32.080Z,175.4267426,-40.71434784,1.301227301,16.86309624,M,,LOCSAT,confirmed,manual,iasp91,12,7,5,0.127319157,182.8570557,0.756176948,0
2019p468229,earthquake,2019-06-23T05:52:39.623Z,2019-06-23T05:58:45.251Z,174.2219086,-41.69269943,1.551601027,5.403539658,M,,LOCSAT,confirmed,manual,iasp91,20,14,6,0.05659667,115.5309982,0.367888004,0
2019p468208,earthquake,2019-06-23T05:41:22.788Z,2019-06-23T05:45:10.871Z,175.8926697,-40.53769302,1.93575466,21.99841309,M,,LOCSAT,confirmed,manual,iasp91,22,11,6,0.062067777,84.10258484,0.632576746,0
2019p467999,earthquake,2019-06-23T03:50:17.875Z,2019-06-23T03:54:22.326Z,174.5588531,-41.2881279,2.129025976,19.95417786,M,,LOCSAT,confirmed,manual,iasp91,26,18,7,0.122017078,111.5999832,0.525568345,0
2019p467929,earthquake,2019-06-23T03:13:12.195Z,2019-06-23T03:24:50.217Z,175.8916321,-40.53508377,1.316733155,22.84945297,M,,LOCSAT,confirmed,manual,iasp91,24,13,7,0.063584186,84.41737366,0.643664083,0
2019p467880,earthquake,2019-06-23T02:46:49.252Z,2019-06-23T02:55:48.522Z,174.886261,-40.17099762,1.972884558,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,14,9,0.422794938,96.51304626,0.520288884,0
2019p467864,earthquake,2019-06-23T02:38:04.123Z,2019-06-23T02:44:32.028Z,175.5214386,-41.22901154,1.329957298,15.21486187,M,,LOCSAT,confirmed,manual,iasp91,19,10,4,0.072587393,80.70951843,0.221109725,0
2019p467655,earthquake,2019-06-23T00:46:45.178Z,2019-06-23T00:53:43.716Z,176.4615631,-40.51485062,2.022515674,21.43440628,M,,LOCSAT,confirmed,manual,iasp91,19,11,7,0.056000963,196.6446457,0.299344083,0
2019p467653,earthquake,2019-06-23T00:45:53.958Z,2019-06-23T01:43:18.367Z,176.4767914,-40.51766205,1.765690936,21.04985237,M,,LOCSAT,confirmed,manual,iasp91,21,15,7,0.057871506,195.9131355,0.35114944,0
2019p467357,earthquake,2019-06-22T22:07:57.247Z,2019-06-22T22:21:25.982Z,175.0494537,-41.1639328,1.376642322,5.23914814,M,,LOCSAT,confirmed,manual,iasp91,21,14,4,0.037636146,81.99716187,0.145535018,0
2019p467304,earthquake,2019-06-22T21:39:53.650Z,2019-06-22T21:50:40.488Z,174.5793762,-41.27252197,2.5190384,21.71091461,M,,LOCSAT,confirmed,manual,iasp91,25,17,14,0.100919426,88.9102478,0.460197487,0
2019p467195,earthquake,2019-06-22T20:41:42.265Z,2019-06-22T20:48:32.262Z,175.8164673,-40.15044022,3.918217542,40.82603836,M,,LOCSAT,confirmed,manual,iasp91,23,14,75,0.143991157,62.12762451,0.329864138,0
2019p467141,earthquake,2019-06-22T20:13:08.166Z,2019-06-22T20:21:35.905Z,175.2644196,-41.27157211,1.148889011,19.08551407,M,,LOCSAT,confirmed,manual,iasp91,17,10,6,0.144573033,94.5395813,0.261337516,0
2019p467130,earthquake,2019-06-22T20:08:04.566Z,2019-06-22T20:16:22.134Z,175.3301239,-39.94178772,2.567523731,13.81531811,M,,LOCSAT,confirmed,manual,iasp91,32,25,31,0.263756484,74.10897827,0.474294802,0
2019p466990,earthquake,2019-06-22T18:52:25.696Z,2019-06-22T19:04:37.273Z,175.9661407,-40.43304443,1.956166589,26.59689713,M,,LOCSAT,confirmed,manual,iasp91,17,10,14,0.119949624,52.89675903,0.351685051,0
2019p466986,earthquake,2019-06-22T18:50:31.326Z,2019-06-22T18:59:40.209Z,174.7743835,-40.18439865,2.17010489,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,18,7,0.414716065,81.20207214,0.605666724,0
2019p466878,earthquake,2019-06-22T17:52:42.192Z,2019-06-22T17:54:25.912Z,175.2340546,-41.22267151,1.671445806,17.86409187,M,,LOCSAT,confirmed,manual,iasp91,21,11,6,0.193339363,82.51808167,0.195886588,0
2019p466790,earthquake,2019-06-22T17:05:56.274Z,2019-06-22T17:07:15.134Z,175.0812988,-41.07787323,1.691158481,15.92710114,M,,LOCSAT,confirmed,manual,iasp91,16,10,6,0.252735108,71.55685425,0.191904355,0
2019p466511,earthquake,2019-06-22T14:37:31.321Z,2019-06-22T14:40:02.905Z,175.6156616,-40.98106384,2.122168611,19.67131805,M,,LOCSAT,confirmed,manual,iasp91,21,12,15,0.113148093,63.1712265,0.24596002,0
2019p466395,earthquake,2019-06-22T13:35:41.024Z,2019-06-22T13:39:40.523Z,175.8202057,-40.62850189,1.667724421,20.27349091,M,,LOCSAT,confirmed,manual,iasp91,33,17,11,0.136465862,90.38131714,0.482697108,0
2019p466246,earthquake,2019-06-22T12:15:52.423Z,2019-06-22T12:17:56.552Z,176.3268738,-40.38579941,1.305563834,20.25223541,M,,LOCSAT,confirmed,manual,iasp91,25,13,8,0.135102183,67.08932495,0.407843202,0
2019p465260,earthquake,2019-06-22T03:30:58.726Z,2019-06-22T03:32:37.257Z,174.0051575,-41.88825226,1.38788378,9.702581406,M,,LOCSAT,confirmed,manual,iasp91,15,13,3,0.069676735,136.0951614,0.230715123,0
2019p465173,earthquake,2019-06-22T02:44:38.269Z,2019-06-22T02:46:37.178Z,175.085907,-41.34542847,1.25120297,26.54444313,M,,LOCSAT,confirmed,manual,iasp91,23,13,6,0.141766101,98.24853516,0.356058403,0
2019p464866,earthquake,2019-06-22T00:01:32.527Z,2019-06-22T00:12:28.592Z,175.0139313,-41.09232712,1.131415638,27.62858582,M,,LOCSAT,confirmed,manual,iasp91,19,10,5,0.042369314,100.4606476,0.687197885,0
2019p464828,earthquake,2019-06-21T23:40:54.232Z,2019-06-21T23:46:14.776Z,175.2181244,-40.34096527,1.915149794,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,24,18,6,0.421233565,129.7616806,0.45037443,0
2019p464642,earthquake,2019-06-21T22:01:36.533Z,2019-06-21T22:10:10.505Z,175.5783234,-40.94833374,1.617718433,19.21148491,M,,LOCSAT,confirmed,manual,iasp91,23,14,9,0.217289537,67.13246017,0.240284294,0
2019p464491,earthquake,2019-06-21T20:41:03.621Z,2019-06-21T20:46:50.524Z,175.8221588,-41.0643425,1.658289052,21.29880524,M,,LOCSAT,confirmed,manual,iasp91,24,17,6,0.066699065,67.56271362,0.254010761,0
2019p464210,earthquake,2019-06-21T18:11:07.014Z,2019-06-21T18:17:38.924Z,176.2818146,-40.81473923,1.426140071,20.11599731,M,,LOCSAT,confirmed,manual,iasp91,22,13,7,0.095793061,186.2007847,0.375413996,0
2019p464086,earthquake,2019-06-21T17:05:19.403Z,2019-06-21T17:11:46.420Z,175.1068115,-41.12120438,1.182807307,5.008852005,M,,LOCSAT,confirmed,manual,iasp91,18,10,6,0.033564866,97.48121643,0.21277004,0
2019p464052,earthquake,2019-06-21T16:47:16.880Z,2019-06-21T16:49:37.980Z,174.0013123,-41.88773346,1.830462661,11.49560261,M,,LOCSAT,confirmed,manual,iasp91,22,12,6,0.069509193,128.6668015,0.461662281,0
2019p463704,earthquake,2019-06-21T13:41:45.367Z,2019-06-21T13:44:27.764Z,174.1901855,-41.77244949,1.793625321,9.779524803,M,,LOCSAT,confirmed,manual,iasp91,24,14,6,0.029342394,139.0928268,0.590265925,0
2019p463642,earthquake,2019-06-21T13:08:59.277Z,2019-06-21T13:11:51.763Z,175.4388733,-40.88789749,1.951304504,18.5201149,M,,LOCSAT,confirmed,manual,iasp91,36,18,11,0.058544815,95.91518021,0.451179864,0
2019p463562,earthquake,2019-06-21T12:26:09.855Z,2019-06-21T12:31:15.467Z,175.6509399,-40.75994492,1.260409991,11.76880455,M,,LOCSAT,confirmed,manual,iasp91,19,13,7,0.113536961,69.95797729,0.186047307,0
2019p463170,earthquake,2019-06-21T08:57:10.355Z,2019-06-21T08:59:02.216Z,176.4428864,-40.21730042,1.417625365,40.09542465,M,,LOCSAT,confirmed,manual,iasp91,24,13,6,0.152871594,65.73432159,0.415960499,0
2019p462930,earthquake,2019-06-21T06:49:32.467Z,2019-06-21T06:55:18.905Z,174.3625488,-41.61785126,1.579964209,10.22862053,M,,LOCSAT,confirmed,manual,iasp91,16,11,5,0.172009856,143.8707275,0.351041282,0
2019p462905,earthquake,2019-06-21T06:36:11.176Z,2019-06-21T06:40:09.136Z,174.6414948,-40.52990341,1.836954476,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,12,9,3,0.388477683,174.6390419,0.519324214,0
2019p462600,earthquake,2019-06-21T03:53:22.630Z,2019-06-21T03:56:55.401Z,176.2728119,-40.29812622,1.826723634,38.98425293,M,,LOCSAT,confirmed,manual,iasp91,19,14,10,0.081228383,76.74272919,0.467308771,0
2019p462133,earthquake,2019-06-20T23:45:00.704Z,2019-06-20T23:52:38.397Z,174.6858978,-41.04662704,1.700791814,19.39827347,M,,LOCSAT,confirmed,manual,iasp91,20,12,6,0.211771905,109.8331451,0.286400304,0
2019p461634,earthquake,2019-06-20T19:18:37.169Z,2019-06-20T19:21:50.752Z,175.5710907,-40.94713593,3.62345763,24.23646164,M,,LOCSAT,confirmed,manual,iasp91,27,18,50,0.05820274,45.46230316,0.514281227,0
2019p461229,earthquake,2019-06-20T15:43:00.833Z,2019-06-20T15:46:57.529Z,174.0934448,-41.7219162,2.386521304,6.455883503,M,,LOCSAT,confirmed,manual,iasp91,26,15,5,0.051193897,56.41833496,0.444307268,0
2019p461028,earthquake,2019-06-20T13:55:51.333Z,2019-06-20T14:03:48.434Z,175.8781891,-40.57897568,1.299411564,22.43190193,M,,LOCSAT,confirmed,manual,iasp91,22,12,3,0.074751556,85.5229187,0.597749859,0
2019p460998,earthquake,2019-06-20T13:40:10.487Z,2019-06-20T14:01:33.649Z,175.9289856,-40.51180649,1.232998164,18.9756813,M,,LOCSAT,confirmed,manual,iasp91,20,11,2,0.05349787,72.33163452,0.625837406,0
2019p460796,earthquake,2019-06-20T11:52:36.634Z,2019-06-20T11:54:38.951Z,175.472641,-40.64579773,2.619905223,22.7054348,M,,LOCSAT,confirmed,manual,iasp91,22,13,10,0.081892721,103.8142853,0.44737375,0
2019p460737,earthquake,2019-06-20T11:21:03.870Z,2019-06-20T11:25:08.201Z,175.5198822,-41.625103,2.567016573,14.96621037,M,,LOCSAT,confirmed,manual,iasp91,19,12,8,0.206532359,233.2164307,0.254306615,0
2019p460647,earthquake,2019-06-20T10:33:15.746Z,2019-06-20T10:41:21.552Z,176.1355438,-40.11271667,0.776338668,47.19796371,M,,LOCSAT,confirmed,manual,iasp91,11,6,5,0.144341573,81.98375988,0.222235456,0
2019p460304,earthquake,2019-06-20T07:30:26.256Z,2019-06-20T07:36:49.291Z,175.8259277,-40.58152771,0.966907096,21.52482414,M,,LOCSAT,confirmed,manual,iasp91,19,11,5,0.113722496,99.68312073,0.514663811,0
2019p460205,earthquake,2019-06-20T06:37:38.111Z,2019-06-20T06:39:53.882Z,174.1152039,-41.68597031,1.69921216,11.53707981,M,,LOCSAT,confirmed,manual,iasp91,23,12,6,0.097053252,57.72079468,0.430694428,0
2019p459976,earthquake,2019-06-20T04:35:44.459Z,2019-06-20T04:38:15.631Z,175.9229889,-40.49834442,1.581867593,21.24204063,M,,LOCSAT,confirmed,manual,iasp91,17,10,8,0.067151159,91.16493607,0.637536973,0
2019p459967,earthquake,2019-06-20T04:30:26.215Z,2019-06-20T04:34:01.080Z,176.5204773,-40.46437073,2.048119848,23.53202629,M,,LOCSAT,confirmed,manual,iasp91,21,13,6,0.034965668,177.2581081,0.519250495,0
2019p459480,earthquake,2019-06-20T00:11:25.633Z,2019-06-20T00:24:53.165Z,175.423996,-40.92187881,1.630194627,21.07831192,M,,LOCSAT,confirmed,manual,iasp91,23,14,8,0.073268294,85.68862152,0.357322361,0
2019p459351,earthquake,2019-06-19T23:02:39.377Z,2019-06-19T23:04:33.342Z,176.048584,-40.59846878,1.64164343,13.21844482,M,,LOCSAT,confirmed,manual,iasp91,18,12,8,0.073504396,51.49642944,0.550673431,0
2019p459270,earthquake,2019-06-19T22:19:26.082Z,2019-06-19T22:23:39.951Z,175.9390869,-40.24669266,1.72850778,20.32809639,M,,LOCSAT,confirmed,manual,iasp91,20,11,8,0.181712389,143.1141305,0.258702623,0
2019p459069,earthquake,2019-06-19T20:32:30.875Z,2019-06-19T20:40:57.393Z,175.0797729,-39.91466522,2.327509554,20.53438187,M,,LOCSAT,confirmed,manual,iasp91,23,18,21,0.175524563,122.9972839,0.410409714,0
2019p458942,earthquake,2019-06-19T19:25:18.918Z,2019-06-19T19:28:49.548Z,176.1392517,-40.37036133,1.547261928,42.69505692,M,,LOCSAT,confirmed,manual,iasp91,14,9,7,0.074422233,100.2473626,0.387716132,0
2019p458891,earthquake,2019-06-19T18:57:08.266Z,2019-06-19T18:59:54.083Z,173.6758881,-41.95928955,2.131914914,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,13,6,0.227911189,103.3263016,0.338177255,0
2019p458778,earthquake,2019-06-19T17:58:01.688Z,2019-06-19T18:46:56.923Z,175.5745392,-40.8225975,0.848041599,22.38183784,M,,LOCSAT,confirmed,manual,iasp91,10,6,3,0.087219395,90.10145044,0.248123307,0
2019p458683,earthquake,2019-06-19T17:06:34.002Z,2019-06-19T17:22:15.289Z,175.4755859,-40.6710968,1.493152111,21.68789291,M,,LOCSAT,confirmed,manual,iasp91,29,16,7,0.079007618,145.3728867,0.358465684,0
2019p458327,earthquake,2019-06-19T13:57:02.785Z,2019-06-19T13:59:55.441Z,174.3330841,-41.71655273,1.058767763,10.25330448,M,,LOCSAT,confirmed,manual,iasp91,17,11,1,0.094975926,151.784935,0.591867719,0
2019p458314,earthquake,2019-06-19T13:50:28.022Z,2019-06-19T13:54:52.893Z,175.0010071,-40.23304749,1.828305675,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,11,5,0.477980197,149.3751831,0.531482071,0
2019p458294,earthquake,2019-06-19T13:39:15.339Z,2019-06-19T13:45:37.057Z,175.9074554,-39.99832153,1.30224255,30.24575996,M,,LOCSAT,confirmed,manual,iasp91,19,13,7,0.072918504,106.2481155,0.442932577,0
2019p458206,earthquake,2019-06-19T12:52:09.814Z,2019-06-19T12:54:45.875Z,175.4436493,-40.95937347,1.590024567,16.93987465,M,,LOCSAT,confirmed,manual,iasp91,20,14,7,0.082291976,74.54036713,0.442492124,0
2019p458047,earthquake,2019-06-19T11:27:55.534Z,2019-06-19T11:35:59.840Z,175.6904755,-39.93470001,1.578997339,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,18,13,0.241928592,75.55726624,0.381306478,0
2019p457343,earthquake,2019-06-19T05:12:33.681Z,2019-06-19T05:15:48.947Z,174.1088715,-41.69742203,2.183343308,11.48503113,M,,LOCSAT,confirmed,manual,iasp91,25,14,8,0.034934767,63.98617554,0.602365724,0
2019p456849,earthquake,2019-06-19T00:49:22.339Z,2019-06-19T00:57:58.306Z,176.2167969,-40.19781113,1.745054121,42.37018204,M,,LOCSAT,confirmed,manual,iasp91,18,10,10,0.107995346,63.23135376,0.311791296,0
2019p456812,not locatable,2019-06-19T00:29:35.183Z,2019-06-19T00:49:40.073Z,176.3141894,-40.20519986,1.742315902,5.234375,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.150612501,89.56200022,1.374690412,0
2019p456304,earthquake,2019-06-18T20:00:16.233Z,2019-06-18T20:08:45.440Z,174.65979,-41.00967026,2.121411545,23.14337158,M,,LOCSAT,confirmed,manual,iasp91,22,12,8,0.172094673,121.8193474,0.477998157,0
2019p456259,earthquake,2019-06-18T19:35:17.255Z,2019-06-18T19:42:28.335Z,175.118454,-40.00948715,2.122123375,21.77825356,M,,LOCSAT,confirmed,manual,iasp91,29,19,8,0.27431196,109.3405609,0.379536478,0
2019p456256,earthquake,2019-06-18T19:33:15.710Z,2019-06-18T19:38:48.548Z,174.0121918,-41.89582443,1.45326846,6.999133587,M,,LOCSAT,confirmed,manual,iasp91,14,11,2,0.064077072,146.8966484,0.443647037,0
2019p456197,earthquake,2019-06-18T19:02:17.916Z,2019-06-18T19:10:35.252Z,174.5697632,-41.10067368,1.722824717,25.11140251,M,,LOCSAT,confirmed,manual,iasp91,20,12,7,0.158247531,106.0610657,0.294916572,0
2019p455984,earthquake,2019-06-18T17:08:23.966Z,2019-06-18T17:17:48.736Z,173.103653,-41.6517067,2.296155498,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,11,6,0.185277835,60.64911652,0.431689612,0
2019p455980,earthquake,2019-06-18T17:06:09.509Z,2019-06-18T17:14:55.072Z,173.6719818,-42.0327301,1.964163213,5,ML,operator assigned,LOCSAT,confirmed,manual,iasp91,18,13,5,0.243172333,122.7735138,0.341235683,0.394120437
2019p455946,earthquake,2019-06-18T16:48:25.290Z,2019-06-18T17:00:55.783Z,174.5467377,-41.07789612,2.026003032,23.83572769,M,,LOCSAT,confirmed,manual,iasp91,16,12,7,0.243362531,111.8306618,0.218925913,0
2019p455482,earthquake,2019-06-18T12:41:03.628Z,2019-06-18T12:56:57.580Z,175.6529083,-39.82501221,2.314435537,30.48169708,M,,LOCSAT,confirmed,manual,iasp91,18,12,27,0.332503587,64.59933472,0.343719264,0
2019p455443,earthquake,2019-06-18T12:20:20.181Z,2019-06-18T12:36:18.336Z,175.2232513,-39.7128067,1.893756896,54.43416214,M,,LOCSAT,confirmed,manual,iasp91,20,15,13,0.18801266,45.67340088,0.535566499,0
2019p455394,earthquake,2019-06-18T11:54:25.649Z,2019-06-18T13:08:36.921Z,175.5886688,-40.35947037,1.488653748,20.94872093,M,,LOCSAT,confirmed,manual,iasp91,17,12,2,0.140730187,152.8510356,0.316626406,0
2019p455350,earthquake,2019-06-18T11:30:46.948Z,2019-06-18T11:38:41.305Z,174.2024841,-41.69190979,1.254072515,7.711910248,M,,LOCSAT,confirmed,manual,iasp91,19,13,3,0.057688694,100.5403137,0.500599197,0
2019p454668,earthquake,2019-06-18T05:27:15.636Z,2019-06-18T05:32:30.263Z,174.8888702,-41.01451492,1.951475653,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,24,18,6,0.122482106,80.02912569,0.381776451,0
2019p454328,earthquake,2019-06-18T02:26:21.540Z,2019-06-18T09:44:26.033Z,173.9847565,-41.87323761,2.149670695,9.586058617,M,,LOCSAT,confirmed,manual,iasp91,19,13,7,0.082427263,134.6602249,0.438308131,0
2019p454309,earthquake,2019-06-18T02:16:14.434Z,2019-06-18T02:21:30.628Z,176.5415497,-40.30486679,1.691830189,15.88437653,M,,LOCSAT,confirmed,manual,iasp91,15,11,7,0.053756971,110.9730301,0.390291189,0
2019p454076,earthquake,2019-06-18T00:12:04.092Z,2019-06-18T00:16:59.470Z,175.5680847,-40.71952438,1.763135206,46.57610321,M,,LOCSAT,confirmed,manual,iasp91,27,17,8,0.059450507,83.2668457,0.730422196,0
2019p453734,earthquake,2019-06-17T21:09:36.614Z,2019-06-17T21:16:35.591Z,175.0712891,-41.36954498,1.642002292,19.5452652,M,,LOCSAT,confirmed,manual,iasp91,21,11,7,0.141812086,110.1407471,0.363936669,0
2019p453273,earthquake,2019-06-17T17:04:10.223Z,2019-06-17T17:18:45.462Z,174.8889618,-40.43538666,1.723667978,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,9,2,0.398542076,171.7128296,0.4476013,0
2019p453086,earthquake,2019-06-17T15:24:40.136Z,2019-06-17T15:35:26.337Z,176.0180054,-40.45629883,1.584499659,16.35134315,M,,LOCSAT,confirmed,manual,iasp91,20,12,7,0.1046267,65.1350708,0.397342126,0
2019p452451,not locatable,2019-06-17T09:46:06.739Z,2019-06-17T09:55:34.465Z,175.9963276,-40.43820989,1.76222038,5.46875,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.120432961,145.6367748,0.507521604,0
2019p452420,earthquake,2019-06-17T09:29:36.732Z,2019-06-17T09:35:12.678Z,175.0948944,-39.76386642,1.806773261,24.59592628,M,,LOCSAT,confirmed,manual,iasp91,16,11,7,0.084800899,84.19230652,0.396704227,0
2019p450960,earthquake,2019-06-16T20:31:54.307Z,2019-06-16T20:37:28.707Z,174.4115295,-40.20346832,2.370099142,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,11,6,0.628884316,114.8680115,0.648473792,0
2019p450883,earthquake,2019-06-16T19:50:29.336Z,2019-06-16T19:53:38.590Z,175.587204,-39.88171387,1.941023214,27.20637703,M,,LOCSAT,confirmed,manual,iasp91,35,21,11,0.337296814,86.42089844,0.508415433,0
2019p450515,earthquake,2019-06-16T16:34:53.836Z,2019-06-16T16:40:33.701Z,173.3891144,-41.47124863,1.798699933,69.18068695,M,,LOCSAT,confirmed,manual,iasp91,24,16,4,0.254027575,57.81503296,0.437236181,0
2019p450495,earthquake,2019-06-16T16:24:00.658Z,2019-06-16T16:27:50.900Z,174.2165985,-41.68218231,1.268715242,13.54447365,M,,LOCSAT,confirmed,manual,iasp91,22,14,3,0.066813029,110.3866501,0.48651856,0
2019p449595,earthquake,2019-06-16T08:24:35.527Z,2019-06-16T08:37:09.354Z,174.1624146,-41.69059372,1.834384164,10.58875751,M,,LOCSAT,confirmed,manual,iasp91,29,21,6,0.066942371,64.68731689,0.503490372,0
2019p448624,earthquake,2019-06-15T23:46:56.888Z,2019-06-15T23:52:47.973Z,173.7764435,-40.96551514,2.106405947,50.36702347,M,,LOCSAT,confirmed,manual,iasp91,21,13,4,0.197226197,115.9731827,0.421150812,0
2019p448334,earthquake,2019-06-15T21:12:59.478Z,2019-06-15T21:31:33.088Z,175.3043213,-41.252491,2.154208309,17.51936913,M,,LOCSAT,confirmed,manual,iasp91,26,16,11,0.158601984,50.17300415,0.265650941,0
2019p448314,earthquake,2019-06-15T21:01:48.569Z,2019-06-15T21:08:30.618Z,175.0101471,-41.39060211,1.352378954,16.68274307,M,,LOCSAT,confirmed,manual,iasp91,31,18,7,0.106073007,126.1699829,0.244386757,0
2019p448282,earthquake,2019-06-15T20:45:04.789Z,2019-06-15T21:05:09.087Z,175.8710327,-40.59560776,1.034037459,26.55405045,M,,LOCSAT,confirmed,manual,iasp91,18,10,3,0.086422376,85.207901,0.491565183,0
2019p448271,earthquake,2019-06-15T20:38:49.521Z,2019-06-15T20:43:20.849Z,174.4914703,-41.49687195,1.62534109,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,11,9,0.2976017,119.9704514,0.367017204,0
2019p448195,earthquake,2019-06-15T19:58:21.459Z,2019-06-15T20:01:25.231Z,176.5469971,-40.7016983,1.937474423,21.32756042,M,,LOCSAT,confirmed,manual,iasp91,18,12,8,0.229749426,221.8594217,0.677824188,0
